"Word","Length","Freq_KF","Freq_HAL","Log_Freq_HAL"
"furnished","9","23","1100","7.00"
"furnishes","9","5","124","4.82"
"furnishing","10","4","153","5.03"
"furniture","9","39","4701","8.46"
"furnishings","11","9","265","5.58"
"furor","5","3","335","5.81"
"furrow","6","5","151","5.02"
"furrowed","8","2","95","4.55"
"furrows","7","1","64","4.16"
"furry","5","NULL","3524","8.17"
"furs","4","5","334","5.81"
"further","7","218","83287","11.33"
"furthered","9","3","105","4.65"
"furthering","10","2","490","6.19"
"furthermore","11","39","11586","9.36"
"furthermost","11","NULL","0","0.00"
"furtive","7","1","116","4.75"
"furtively","9","1","76","4.33"
"fury","4","19","3864","8.26"
"fuse","4","5","2292","7.74"
"fused","5","3","459","6.13"
"fuselage","8","1","759","6.63"
"fuses","5","3","619","6.43"
"fusing","6","1","213","5.36"
"fusion","6","13","8735","9.08"
"fuss","4","4","1986","7.59"
"fussily","7","1","3","1.10"
"fussing","7","2","169","5.13"
"fussy","5","3","528","6.27"
"fusty","5","1","8","2.08"
"futile","6","6","2579","7.86"
"futility","8","7","514","6.24"
"future","6","227","90741","11.42"
"futurism","8","NULL","130","4.87"
"futurist","8","NULL","255","5.54"
"futuristic","10","NULL","835","6.73"
"fuzz","4","3","726","6.59"
"fuzzed","6","1","42","3.74"
"fuzzy","5","7","6439","8.77"
"gab","3","1","362","5.89"
"gabble","6","1","8","2.08"
"gabbling","8","1","3","1.10"
"gable","5","2","194","5.27"
"gables","6","4","314","5.75"
"Gabriel","7","12","6111","8.72"
"Gabrielle","9","3","752","6.62"
"Gabriel's","9","5","236","5.46"
"gadfly","6","3","208","5.34"
"gadget","6","4","1337","7.20"
"gadgetry","8","1","106","4.66"
"gadgets","7","7","1192","7.08"
"Gaelic","6","NULL","1345","7.20"
"gaff","4","NULL","398","5.99"
"gaffer","6","NULL","90","4.50"
"gag","3","4","3169","8.06"
"gaga","4","NULL","95","4.55"
"gage","4","4","689","6.54"
"gages","5","2","69","4.23"
"gagged","6","1","721","6.58"
"gagging","7","1","311","5.74"
"gaggle","6","1","157","5.06"
"gaging","6","1","11","2.40"
"gags","4","2","633","6.45"
"gagwriters","10","1","0","0.00"
"gaieties","8","4","8","2.08"
"gaiety","6","8","59","4.08"
"gaily","5","5","88","4.48"
"gain","4","74","23905","10.08"
"gained","6","39","7170","8.88"
"gainer","6","1","105","4.65"
"gainers","7","1","158","5.06"
"Gainesville","11","1","1545","7.34"
"gainful","7","1","229","5.43"
"gaining","7","15","4039","8.30"
"gains","5","19","7633","8.94"
"gait","4","8","655","6.48"
"gaited","6","1","20","3.00"
"gal","3","5","3233","8.08"
"gala","4","7","769","6.65"
"galactic","8","1","3288","8.10"
"Galahad","7","1","290","5.67"
"Galapagos","9","1","367","5.91"
"galaxies","8","7","2227","7.71"
"galaxy","6","3","9295","9.14"
"gale","4","2","924","6.83"
"Galilee","7","2","266","5.58"
"gall","4","7","1258","7.14"
"gallant","7","5","481","6.18"
"gallantry","9","3","64","4.16"
"gallants","8","1","1","0.00"
"gallbladder","11","1","70","4.25"
"galled","6","1","29","3.37"
"galleon","7","NULL","66","4.19"
"galleries","9","1","752","6.62"
"gallery","7","31","4490","8.41"
"gallery's","9","3","45","3.81"
"galley","6","4","470","6.15"
"galleys","7","4","123","4.81"
"gallivant","9","NULL","0","0.00"
"gallon","6","6","3694","8.21"
"gallons","7","6","1933","7.57"
"gallop","6","4","214","5.37"
"galloped","8","1","23","3.14"
"galloping","9","1","217","5.38"
"gallows","7","2","279","5.63"
"galls","5","1","82","4.41"
"gallstone","9","1","15","2.71"
"gallstones","10","1","47","3.85"
"gallup","6","1","469","6.15"
"galore","6","NULL","761","6.63"
"galoshes","8","NULL","19","2.94"
"gals","4","2","1518","7.33"
"galvanic","8","2","80","4.38"
"galvanism","9","1","10","2.30"
"galvanize","9","NULL","48","3.87"
"galvanizing","11","3","64","4.16"
"Galveston","9","2","656","6.49"
"gambit","6","2","2333","7.75"
"gambits","7","1","59","4.08"
"gamble","6","3","1968","7.58"
"gambler","7","NULL","442","6.09"
"gamblers","8","5","472","6.16"
"gambles","7","1","98","4.58"
"gambling","8","17","3044","8.02"
"game","4","123","197271","12.19"
"gamebird","8","1","3","1.10"
"gamecock","8","1","27","3.30"
"gamekeeper","10","NULL","7","1.95"
"games","5","55","126190","11.75"
"game's","6","4","798","6.68"
"gamesman","8","NULL","9","2.20"
"gaming","6","1","7740","8.95"
"gamma","5","5","4538","8.42"
"gamut","5","4","459","6.13"
"gander","6","1","441","6.09"
"gang","4","22","7821","8.96"
"Ganges","6","2","115","4.74"
"gangland","8","1","66","4.19"
"ganglion","8","NULL","57","4.04"
"gangplank","9","1","21","3.04"
"gangrene","8","NULL","120","4.79"
"gangs","5","6","1708","7.44"
"gang's","6","1","66","4.19"
"gangster","8","2","882","6.78"
"gangsters","9","4","472","6.16"
"gangway","7","1","56","4.03"
"gantry","6","5","130","4.87"
"gap","3","17","6721","8.81"
"gape","4","NULL","153","5.03"
"gaped","5","3","153","5.03"
"gaping","6","2","639","6.46"
"gaps","4","2","2498","7.82"
"garage","6","21","5868","8.68"
"garaged","7","1","115","4.74"
"garages","7","5","356","5.87"
"garb","4","3","487","6.19"
"garbage","7","7","12598","9.44"
"garbed","6","1","23","3.14"
"garble","6","NULL","109","4.69"
"garbled","7","1","919","6.82"
"garden","6","60","11220","9.33"
"gardened","8","1","12","2.48"
"gardener","8","4","789","6.67"
"gardeners","9","1","428","6.06"
"gardenia","8","1","66","4.19"
"gardenias","9","1","23","3.14"
"gardening","9","3","1802","7.50"
"gardens","7","32","3165","8.06"
"gargantuan","10","1","184","5.21"
"gargle","6","2","108","4.68"
"gargoyle","8","NULL","2933","7.98"
"garish","6","1","117","4.76"
"garishness","10","1","1","0.00"
"garland","7","9","1083","6.99"
"garlanded","9","1","22","3.09"
"garlic","6","4","4140","8.33"
"garment","7","6","1073","6.98"
"garments","8","6","829","6.72"
"garner","6","1","1765","7.48"
"garnet","6","1","458","6.13"
"garnish","7","NULL","423","6.05"
"garret","6","NULL","293","5.68"
"garrison","8","5","1708","7.44"
"garrisoned","10","1","20","3.00"
"garrulous","9","1","22","3.09"
"garter","6","2","688","6.53"
"Gary","4","5","27188","10.21"
"gas","3","98","25773","10.16"
"gaseous","7","2","1735","7.46"
"gases","5","7","1527","7.33"
"gash","4","1","260","5.56"
"gashes","6","2","48","3.87"
"gasket","6","4","889","6.79"
"gaskets","7","1","422","6.05"
"gasket's","8","1","0","0.00"
"gaslight","8","NULL","265","5.58"
"gaslights","9","1","2","0.69"
"gasman","6","NULL","27","3.30"
"gasmask","7","NULL","10","2.30"
"gasoline","8","12","3130","8.05"
"gasp","4","3","2664","7.89"
"gasped","6","5","1955","7.58"
"gasping","7","5","915","6.82"
"gaspingly","9","1","2","0.69"
"gasps","5","5","493","6.20"
"gassed","6","2","377","5.93"
"gassing","7","1","504","6.22"
"gassy","5","1","93","4.53"
"gastric","7","NULL","399","5.99"
"gastrointestinal","16","2","341","5.83"
"gastronomic","11","NULL","29","3.37"
"gastronomy","10","1","19","2.94"
"gasworks","8","NULL","36","3.58"
"gate","4","37","16638","9.72"
"gatehouse","9","NULL","53","3.97"
"gatekeeper","10","NULL","475","6.16"
"gatepost","8","NULL","2","0.69"
"gates","5","15","10970","9.30"
"gateway","7","3","18914","9.85"
"gateways","8","1","2781","7.93"
"gather","6","20","7255","8.89"
"gathered","8","32","5341","8.58"
"gathering","9","28","8601","9.06"
"gatherings","10","7","884","6.78"
"gathers","7","1","556","6.32"
"Gatlinburg","10","2","121","4.80"
"gator","5","2","492","6.20"
"Gatsby","6","1","99","4.60"
"gaucho","6","NULL","86","4.45"
"gaud","4","NULL","7","1.95"
"gaudy","5","7","192","5.26"
"gauge","5","12","4936","8.50"
"gauged","6","2","105","4.65"
"Gaul","4","1","387","5.96"
"gaunt","5","6","340","5.83"
"gauntlet","8","2","5029","8.52"
"Gauss","5","2","672","6.51"
"forerunners","11","1","67","4.20"
"foresaw","7","2","115","4.74"
"foresee","7","3","541","6.29"
"foreseeable","11","4","848","6.74"
"foreseeing","10","2","35","3.56"
"foreseen","8","8","292","5.68"
"foreshadow","10","NULL","63","4.14"
"foresight","9","5","661","6.49"
"foreskin","8","NULL","2844","7.95"
"forest","6","66","17098","9.75"
"forester","8","NULL","338","5.82"
"forestry","8","1","1252","7.13"
"forests","7","22","3615","8.19"
"foretell","8","1","80","4.38"
"forethought","11","1","1755","7.47"
"forever","7","39","20701","9.94"
"forewarn","8","NULL","25","3.22"
"foreword","8","NULL","548","6.31"
"forfeit","7","3","728","6.59"
"forfeited","9","1","448","6.10"
"forfeiture","10","NULL","580","6.36"
"forgave","7","2","227","5.42"
"forge","5","10","3719","8.22"
"forged","6","3","2842","7.95"
"forgeries","9","1","771","6.65"
"forgery","7","1","2042","7.62"
"forget","6","54","43510","10.68"
"forgetful","9","2","183","5.21"
"forgetfulness","13","3","110","4.70"
"forgetting","10","7","3318","8.11"
"forging","7","1","1045","6.95"
"forgive","7","24","8912","9.10"
"forgiven","8","6","1509","7.32"
"forgiveness","11","15","2117","7.66"
"forgiving","9","2","1320","7.19"
"forgo","5","1","410","6.02"
"forgone","7","NULL","58","4.06"
"forgot","6","18","18013","9.80"
"forgotten","9","38","10999","9.31"
"fork","4","14","11253","9.33"
"forked","6","4","538","6.29"
"forklift","8","1","103","4.63"
"forks","5","7","2289","7.74"
"forlorn","7","3","239","5.48"
"form","4","370","118268","11.68"
"formal","6","48","12504","9.43"
"formalist","9","NULL","22","3.09"
"formalities","11","2","232","5.45"
"formaldehyde","12","NULL","279","5.63"
"formality","9","NULL","320","5.77"
"formalize","9","2","194","5.27"
"formalized","10","2","322","5.77"
"formally","8","18","2770","7.93"
"format","6","9","79019","11.28"
"formation","9","37","6756","8.82"
"formations","10","7","907","6.81"
"formative","9","2","475","6.16"
"formats","7","1","15966","9.68"
"formed","6","76","14486","9.58"
"former","6","131","37821","10.54"
"formerly","8","28","8094","9.00"
"Formica","7","NULL","123","4.81"
"formidable","10","17","1339","7.20"
"formidably","10","1","15","2.71"
"forming","7","21","4645","8.44"
"formless","8","NULL","166","5.11"
"forms","5","128","34877","10.46"
"formula","7","59","11727","9.37"
"formulae","8","5","785","6.67"
"formulaic","9","12","145","4.98"
"formulas","8","22","2260","7.72"
"formulate","9","9","1178","7.07"
"formulated","10","11","1333","7.20"
"formulating","11","4","581","6.36"
"formulation","11","17","1497","7.31"
"formulations","12","11","451","6.11"
"fornicate","9","NULL","28","3.33"
"fornication","11","NULL","383","5.95"
"forsake","7","1","391","5.97"
"forsaken","8","2","859","6.76"
"forsakes","8","1","20","3.00"
"forsooth","8","NULL","49","3.89"
"forswear","8","NULL","19","2.94"
"forsythia","9","NULL","33","3.50"
"fort","4","55","8420","9.04"
"forte","5","6","1431","7.27"
"forth","5","71","22411","10.02"
"forthright","10","6","287","5.66"
"forthrightly","12","1","110","4.70"
"forthrightness","14","2","28","3.33"
"forthcoming","11","11","3737","8.23"
"forthwith","9","NULL","204","5.32"
"forties","7","7","491","6.20"
"fortieth","8","NULL","26","3.26"
"fortification","13","NULL","113","4.73"
"fortifications","14","2","227","5.42"
"fortified","9","7","2331","7.75"
"fortify","7","2","142","4.96"
"fortissimo","10","NULL","42","3.74"
"fortitude","9","3","519","6.25"
"fortnight","9","1","323","5.78"
"fortress","8","6","3082","8.03"
"fortresses","10","2","161","5.08"
"forts","5","4","320","5.77"
"fortuitous","10","NULL","113","4.73"
"fortunate","9","22","3159","8.06"
"fortunately","11","20","7535","8.93"
"fortune","7","25","15978","9.68"
"fortunes","8","6","1020","6.93"
"forty","5","36","3401","8.13"
"forum","5","10","31556","10.36"
"forums","6","1","5514","8.62"
"forward","7","115","58128","10.97"
"forwarded","9","3","7740","8.95"
"forwarding","10","1","3049","8.02"
"forwards","8","NULL","1898","7.55"
"forwent","7","NULL","2","0.69"
"fossil","6","NULL","2605","7.87"
"fossilize","9","NULL","19","2.94"
"fossilized","10","3","144","4.97"
"foster","6","15","9586","9.17"
"fostered","8","7","451","6.11"
"fostering","9","2","571","6.35"
"fosters","7","3","545","6.30"
"fought","6","46","8254","9.02"
"foul","4","4","4072","8.31"
"fouled","6","2","466","6.14"
"foulest","7","1","28","3.33"
"fouling","7","3","260","5.56"
"foully","6","1","12","2.48"
"found","5","536","199981","12.21"
"foundation","10","38","20531","9.93"
"foundations","11","14","2804","7.94"
"foundation's","12","13","383","5.95"
"founded","7","20","9293","9.14"
"founder","7","10","5552","8.62"
"foundering","10","1","19","2.94"
"founders","8","6","2536","7.84"
"founding","8","16","4317","8.37"
"foundling","9","1","35","3.56"
"foundry","7","1","431","6.07"
"fountain","8","18","4302","8.37"
"fountainhead","12","1","309","5.73"
"fountains","9","4","444","6.10"
"four","4","359","85200","11.35"
"foureyes","8","NULL","0","0.00"
"fourfold","8","NULL","38","3.64"
"fourpence","9","NULL","3","1.10"
"fourpenny","9","NULL","0","0.00"
"fours","5","2","588","6.38"
"foursome","8","1","202","5.31"
"foursquare","10","NULL","28","3.33"
"fourteen","8","31","1765","7.48"
"fourteenth","10","3","1139","7.04"
"fourth","6","74","15701","9.66"
"fowl","4","1","417","6.03"
"fowler","6","2","1709","7.44"
"fox","3","13","13959","9.54"
"foxglove","8","NULL","423","6.05"
"foxhole","7","NULL","73","4.29"
"foxholes","8","2","50","3.91"
"foxhound","8","NULL","24","3.18"
"foxhunt","7","NULL","11","2.40"
"fox's","5","1","466","6.14"
"foxtrot","7","NULL","320","5.77"
"foxy","4","NULL","272","5.61"
"foyer","5","3","334","5.81"
"fracas","6","NULL","143","4.96"
"fraction","8","23","5560","8.62"
"fractional","10","1","987","6.89"
"fractionated","12","3","158","5.06"
"fractionation","13","3","35","3.56"
"fractions","9","20","857","6.75"
"fractious","9","1","83","4.42"
"fracture","8","1","803","6.69"
"fractured","9","1","480","6.17"
"fractures","9","2","340","5.83"
"fragile","7","10","2339","7.76"
"fragility","9","NULL","159","5.07"
"fragment","8","6","14674","9.59"
"fragmentarily","13","1","2","0.69"
"fragmentary","11","7","159","5.07"
"fragmentation","13","5","1074","6.98"
"fragmented","10","4","1058","6.96"
"fragments","9","10","2784","7.93"
"fragrance","9","6","566","6.34"
"fragrances","10","1","163","5.09"
"fragrant","8","3","517","6.25"
"frail","5","8","429","6.06"
"frailest","8","1","2","0.69"
"frailty","7","NULL","70","4.25"
"frame","5","74","31447","10.36"
"framed","6","14","1759","7.47"
"framer","6","1","67","4.20"
"frames","6","26","8094","9.00"
"framework","9","11","5996","8.70"
"framing","7","10","1159","7.06"
"Fran","4","6","1883","7.54"
"franc","5","1","565","6.34"
"France","6","74","27961","10.24"
"Frances","7","2","1441","7.27"
"France's","8","6","404","6.00"
"franchise","9","5","2376","7.77"
"franchisement","13","NULL","0","0.00"
"franchises","10","1","682","6.53"
"Francis","7","21","6917","8.84"
"Franciscan","10","1","258","5.55"
"Franciscans","11","2","92","4.52"
"Francisco","9","41","31656","10.36"
"Francisco's","11","3","255","5.54"
"Franco","6","2","1803","7.50"
"francs","6","3","790","6.67"
"frank","5","68","34023","10.43"
"franker","7","1","2","0.69"
"frankest","8","1","1","0.00"
"Frankfort","9","1","185","5.22"
"Frankfurt","9","7","2142","7.67"
"frankfurter","11","17","157","5.06"
"frankfurters","12","7","42","3.74"
"Frankfurter's","13","2","1","0.00"
"Frankie","7","17","1790","7.49"
"frankincense","12","NULL","49","3.89"
"Franklin","8","30","6288","8.75"
"Franklin's","10","1","265","5.58"
"frankly","7","13","8452","9.04"
"frankness","9","4","47","3.85"
"franks","6","8","862","6.76"
"Fran's","6","1","88","4.48"
"frantic","7","11","1160","7.06"
"frantically","11","8","1128","7.03"
"frappe","6","NULL","60","4.09"
"fraternal","9","NULL","389","5.96"
"fraternities","12","1","843","6.74"
"fraternity","10","6","1783","7.49"
"fraternize","10","1","20","3.00"
"fraternized","11","1","8","2.08"
"fratricide","10","NULL","32","3.47"
"fraud","5","8","7665","8.94"
"frauds","6","5","478","6.17"
"fraud's","7","2","3","1.10"
"fraudulence","11","NULL","22","3.09"
"fraudulent","10","NULL","1182","7.07"
"fraught","7","NULL","423","6.05"
"fraulein","8","NULL","30","3.40"
"fray","4","1","815","6.70"
"frayed","6","3","371","5.92"
"frazzle","7","NULL","18","2.89"
"frazzled","8","1","91","4.51"
"freak","5","4","4223","8.35"
"freakish","8","1","115","4.74"
"freaks","6","2","2051","7.63"
"freaky","6","NULL","356","5.87"
"freckle","7","NULL","22","3.09"
"freckled","8","1","95","4.55"
"freckles","8","3","254","5.54"
"Fred","4","27","15428","9.64"
"Fredericksburg","14","1","324","5.78"
"Fred's","6","2","328","5.79"
"free","4","260","244067","12.41"
"freebie","7","NULL","548","6.31"
"freeboard","9","NULL","14","2.64"
"freebooters","11","1","11","2.40"
"freeborn","8","NULL","51","3.93"
"freed","5","12","2677","7.89"
"freedman","8","NULL","891","6.79"
"freedmen","8","3","55","4.01"
"freedom","7","128","44824","10.71"
"freedoms","8","3","3071","8.03"
"freedom's","9","2","289","5.67"
"freedwoman","10","NULL","0","0.00"
"freehand","8","3","1210","7.10"
"freeholder","10","1","9","2.20"
"freeholders","11","3","21","3.04"
"freeing","7","3","1485","7.30"
"freelance","9","NULL","3368","8.12"
"freeload","8","NULL","25","3.22"
"freeloader","10","NULL","32","3.47"
"freely","6","22","12728","9.45"
"freeman","7","11","3486","8.16"
"freeman's","9","1","138","4.93"
"Freemason","9","NULL","89","4.49"
"freer","5","5","450","6.11"
"frees","5","2","659","6.49"
"freest","6","2","92","4.52"
"freestanding","12","NULL","154","5.04"
"freestyle","9","NULL","1175","7.07"
"freethinker","11","NULL","31","3.43"
"freethinkers","12","1","125","4.83"
"freeway","7","5","2422","7.79"
"freeways","8","5","408","6.01"
"freewheel","9","NULL","474","6.16"
"freewheelers","12","1","12","2.48"
"freewill","8","NULL","123","4.81"
"freeze","6","6","5680","8.64"
"freezer","7","1","1554","7.35"
"freezers","8","1","65","4.17"
"freezes","7","1","2646","7.88"
"freezing","8","15","3109","8.04"
"freight","7","28","2662","7.89"
"freighter","9","4","617","6.42"
"freighters","10","1","195","5.27"
"freights","8","1","68","4.22"
"freight's","9","1","0","0.00"
"French","6","139","36635","10.51"
"freightliner","12","NULL","23","3.14"
"Frenchman","9","8","399","5.99"
"Frenchman's","11","1","21","3.04"
"Frenchmen","9","2","203","5.31"
"Frenchwoman","11","NULL","11","2.40"
"frenetic","8","1","122","4.80"
"frenzied","8","1","308","5.73"
"frenziedly","10","1","14","2.64"
"frenzy","6","6","2055","7.63"
"frequencies","11","31","7012","8.86"
"frequency","9","22","22489","10.02"
"frequent","8","34","9855","9.20"
"frequented","10","1","358","5.88"
"frequently","10","91","33715","10.43"
"fresco","6","8","418","6.04"
"frescoed","8","1","1","0.00"
"frescoes","8","3","27","3.30"
"frescos","7","2","18","2.89"
"fresh","5","82","15597","9.65"
"freshen","7","NULL","103","4.63"
"freshened","9","1","40","3.69"
"freshly","7","2","1226","7.11"
"freshman","8","8","2492","7.82"
"freshmen","8","3","687","6.53"
"freshness","9","4","411","6.02"
"freshwater","10","NULL","988","6.90"
"Fresno","6","1","1339","7.20"
"fret","4","1","1920","7.56"
"fretted","7","1","215","5.37"
"fretting","8","2","214","5.37"
"Freud","5","9","1304","7.17"
"Freudian","8","3","633","6.45"
"Freud's","7","2","184","5.21"
"friar","5","1","244","5.50"
"friars","6","1","154","5.04"
"friary","6","NULL","6","1.79"
"fricassee","9","NULL","13","2.56"
"fricative","9","NULL","42","3.74"
"friction","8","17","2756","7.92"
"frictional","10","2","130","4.87"
"frictions","9","1","51","3.93"
"Friday","6","60","25773","10.16"
"Fridays","7","3","1038","6.95"
"Friday's","8","2","717","6.58"
"fridge","6","NULL","1599","7.38"
"fried","5","6","3167","8.06"
"Friedrich","9","1","1027","6.93"
"friend","6","133","81053","11.30"
"friendless","10","NULL","17","2.83"
"friendlier","10","2","447","6.10"
"friendlily","10","1","2","0.69"
"friendliness","12","4","476","6.17"
"friendly","8","61","17486","9.77"
"friends","7","162","77337","11.26"
"friend's","8","2","4269","8.36"
"friendship","10","27","6245","8.74"
"friendships","11","4","1156","7.05"
"fries","5","NULL","1684","7.43"
"frieze","6","13","37","3.61"
"friezes","7","3","14","2.64"
"frigate","7","NULL","587","6.38"
"fright","6","2","602","6.40"
"frighten","8","11","718","6.58"
"frightened","10","26","2547","7.84"
"frightening","11","14","2385","7.78"
"frighteningly","13","1","255","5.54"
"frightful","9","6","164","5.10"
"frightfully","11","1","78","4.36"
"frigid","6","5","297","5.69"
"frigidity","9","NULL","19","2.94"
"frills","6","3","371","5.92"
"frilly","6","1","194","5.27"
"fringe","6","16","2335","7.76"
"fringed","7","5","54","3.99"
"Frisbee","7","NULL","647","6.47"
"frisk","5","NULL","254","5.54"
"frisky","6","NULL","123","4.81"
"fritter","7","NULL","77","4.34"
"fritters","8","1","71","4.26"
"frivolity","9","NULL","77","4.34"
"flaunting","9","1","215","5.37"
"flautist","8","1","24","3.18"
"flautist's","10","1","0","0.00"
"flavor","6","16","5124","8.54"
"flavored","8","2","585","6.37"
"flavoring","9","2","211","5.35"
"flavorings","10","1","87","4.47"
"flavors","7","2","2830","7.95"
"flaw","4","3","3798","8.24"
"flawless","8","2","1035","6.94"
"flaws","5","1","3837","8.25"
"flax","4","3","342","5.83"
"flaxen","6","1","35","3.56"
"flaxseed","8","3","37","3.61"
"flay","4","NULL","59","4.08"
"flea","4","2","3443","8.14"
"fleabag","7","NULL","18","2.89"
"fleabite","8","NULL","0","0.00"
"fleas","5","2","2676","7.89"
"fleawort","8","1","0","0.00"
"fleck","5","1","335","5.81"
"flecked","7","1","23","3.14"
"fled","4","28","2250","7.72"
"fledgling","9","2","429","6.06"
"fledglings","10","1","39","3.66"
"flee","4","1","1506","7.32"
"fleece","6","NULL","630","6.45"
"fleeing","7","10","1003","6.91"
"flees","5","1","198","5.29"
"fleet","5","17","7732","8.95"
"fleetest","8","1","3","1.10"
"fleeting","8","7","470","6.15"
"fleets","6","1","668","6.50"
"fleet's","7","1","71","4.26"
"Flemish","7","5","349","5.86"
"flesh","5","52","11266","9.33"
"fleshy","6","2","488","6.19"
"flew","4","27","4963","8.51"
"flex","4","2","2762","7.92"
"flexed","6","2","391","5.97"
"flexibility","11","16","6507","8.78"
"flexible","8","25","9484","9.16"
"flick","5","2","2252","7.72"
"flicked","7","5","445","6.10"
"flicker","7","2","1600","7.38"
"flickered","9","2","180","5.19"
"flicking","8","1","469","6.15"
"flicks","6","1","702","6.55"
"flier","5","2","552","6.31"
"flies","5","12","5157","8.55"
"flight","6","46","30145","10.31"
"flights","7","14","5593","8.63"
"flighty","7","NULL","72","4.28"
"flimsy","6","NULL","796","6.68"
"flinch","6","NULL","356","5.87"
"flinching","9","1","99","4.60"
"fling","5","2","766","6.64"
"flint","5","4","1668","7.42"
"flintless","9","1","1","0.00"
"flintstone","10","NULL","191","5.25"
"flinty","6","NULL","6","1.79"
"flip","4","4","5994","8.70"
"flippant","8","1","281","5.64"
"flipped","7","3","1671","7.42"
"flipper","7","NULL","1233","7.12"
"flippers","8","1","359","5.88"
"flipping","8","2","1753","7.47"
"flips","5","1","939","6.84"
"flirt","5","1","467","6.15"
"flirtation","10","2","143","4.96"
"flirtatious","11","1","93","4.53"
"flirted","7","1","129","4.86"
"flit","4","NULL","155","5.04"
"flitting","8","1","83","4.42"
"float","5","3","5604","8.63"
"floated","7","7","829","6.72"
"floater","7","1","229","5.43"
"floating","8","12","11425","9.34"
"floats","6","1","1360","7.22"
"flock","5","10","1860","7.53"
"flocked","7","2","134","4.90"
"flocking","8","1","238","5.47"
"flocks","6","1","266","5.58"
"flock's","7","1","2","0.69"
"floe","4","1","489","6.19"
"floes","5","1","16","2.77"
"flog","4","1","276","5.62"
"flogged","7","2","258","5.55"
"flood","5","19","9581","9.17"
"flooded","7","9","2251","7.72"
"floodgate","9","NULL","58","4.06"
"flooding","8","2","2042","7.62"
"floodlight","10","1","30","3.40"
"floodlit","8","1","9","2.20"
"floods","6","6","1308","7.18"
"flood's","7","1","15","2.71"
"floor","5","158","35635","10.48"
"floorboard","10","NULL","45","3.81"
"floorboards","11","4","98","4.58"
"flooring","8","7","311","5.74"
"floors","6","12","2165","7.68"
"floorshow","9","1","19","2.94"
"floozy","6","NULL","57","4.04"
"flop","4","1","1545","7.34"
"flopped","7","6","392","5.97"
"floppy","6","1","27146","10.21"
"flops","5","1","312","5.74"
"flora","5","1","1378","7.23"
"floral","6","3","2426","7.79"
"Florence","8","5","1514","7.32"
"Florentine","10","4","153","5.03"
"floriculture","12","NULL","12","2.48"
"florid","6","2","55","4.01"
"Florida","7","20","26340","10.18"
"Florida's","9","2","686","6.53"
"Floridian","9","1","155","5.04"
"Floridians","10","1","51","3.93"
"florist","7","1","250","5.52"
"florist's","9","2","19","2.94"
"floss","5","NULL","1244","7.13"
"flotation","9","NULL","161","5.08"
"flotilla","8","1","1248","7.13"
"flotillas","9","1","10","2.30"
"flotsam","7","NULL","149","5.00"
"flounce","7","NULL","4","1.39"
"flounder","8","1","268","5.59"
"floundered","10","1","109","4.69"
"floundering","11","2","152","5.02"
"flounders","9","1","22","3.09"
"flour","5","8","4625","8.44"
"floured","7","1","263","5.57"
"flourish","8","5","924","6.83"
"flourished","10","6","450","6.11"
"flourishes","10","4","171","5.14"
"flourmill","9","NULL","0","0.00"
"floury","6","NULL","7","1.95"
"flouted","7","1","36","3.58"
"flourishing","11","1","298","5.70"
"flouting","8","1","54","3.99"
"flow","4","67","21063","9.96"
"flowchart","9","NULL","231","5.44"
"flowed","6","6","985","6.89"
"flower","6","23","6288","8.75"
"flowerbed","9","NULL","6","1.79"
"flowered","8","3","148","5.00"
"flowering","9","6","532","6.28"
"flowerless","10","NULL","1","0.00"
"flowerpot","9","2","48","3.87"
"flowers","7","57","8110","9.00"
"flower's","8","1","39","3.66"
"flowery","7","NULL","206","5.33"
"flowing","7","17","3482","8.16"
"flown","5","4","2271","7.73"
"flows","5","5","2935","7.98"
"Floyd","5","2","6537","8.79"
"Floyd's","7","2","248","5.51"
"flu","3","8","1522","7.33"
"flubbed","7","1","58","4.06"
"fluctuate","9","NULL","373","5.92"
"fluctuates","10","1","187","5.23"
"fluctuating","11","2","223","5.41"
"fluctuation","11","NULL","309","5.73"
"fluctuations","12","1","1086","6.99"
"flue","4","NULL","130","4.87"
"fluency","7","1","807","6.69"
"fluent","6","5","1891","7.54"
"fluently","8","1","363","5.89"
"fluff","5","1","1422","7.26"
"fluffy","6","1","1384","7.23"
"fluid","5","21","6796","8.82"
"fluidity","8","NULL","153","5.03"
"fluids","6","15","2092","7.65"
"fluke","5","1","1182","7.07"
"flume","5","NULL","76","4.33"
"flung","5","14","786","6.67"
"flunk","5","NULL","222","5.40"
"fluoresce","9","NULL","21","3.04"
"fluorescent","11","4","975","6.88"
"fluoresces","10","1","29","3.37"
"fluoride","8","2","1453","7.28"
"fluorescence","12","12","268","5.59"
"fluorine","8","1","217","5.38"
"flurried","8","1","1","0.00"
"flurry","6","4","721","6.58"
"flush","5","11","4223","8.35"
"flushed","7","6","1435","7.27"
"flushing","8","4","1003","6.91"
"fluster","7","NULL","6","1.79"
"flustered","9","1","217","5.38"
"flute","5","1","3491","8.16"
"fluted","6","1","78","4.36"
"fluting","7","1","17","2.83"
"flutist","7","1","84","4.43"
"flutter","7","2","334","5.81"
"fluttered","9","2","154","5.04"
"fluttering","10","4","198","5.29"
"flux","4","30","5580","8.63"
"fluxes","6","4","115","4.74"
"fly","3","33","29393","10.29"
"flyaway","7","1","40","3.69"
"flycatcher","10","NULL","18","2.89"
"flyer","5","4","3563","8.18"
"flyers","6","2","2727","7.91"
